Column Name,Description in Plain English,Logic / Formula,Source Table(s),DDL & Indexes
"▼ funnel_rca_data   (view, 25 cols)",,,logistics.funnel_rca_data,"WITH base AS (
         SELECT master_log.bap_id,
            master_log.bpp_id,
            master_log.order_id,
            master_log.transaction_id,
            master_log.date,
            master_log.order_created_at,
            master_log.cancellation_code,
            master_log.latest_order_status,
            master_log.retail_order_id,
            master_log.pick_up_pincode,
            master_log.delivery_pincode,
            master_log.retail_category,
            master_log.shipment_type,
            master_log.fulfillment_type,
            master_log.provider_name,
            master_log.f_agent_assigned_at_date,
            master_log.delivered_date,
            master_log.cancelled_date,
            master_log.picked_date
           FROM logistics.master_log
          WHERE master_log.date >= (CURRENT_DATE - '5 days'::interval) AND master_log.drop_row = 0
        ), txid AS (
         SELECT base.bap_id,
            base.transaction_id,
            max(base.retail_order_id::text) AS roi
           FROM base
          WHERE base.retail_order_id IS NOT NULL
          GROUP BY base.bap_id, base.transaction_id
        ), txid_base AS (
         SELECT b.bap_id,
            b.bpp_id,
            b.order_id,
            b.transaction_id,
            b.date,
            b.order_created_at,
            b.cancellation_code,
            b.latest_order_status,
            b.retail_order_id,
            b.pick_up_pincode,
            b.delivery_pincode,
            b.retail_category,
            b.shipment_type,
            b.fulfillment_type,
            b.provider_name,
            b.f_agent_assigned_at_date,
            b.delivered_date,
            b.cancelled_date,
            b.picked_date,
            tx.roi
           FROM base b
             LEFT JOIN txid tx ON tx.transaction_id::text = b.transaction_id::text AND tx.bap_id::text = b.bap_id::text AND tx.roi IS NOT NULL
        ), base_master AS (
         SELECT ml.bpp_id,
            ml.bap_id,
            ml.date,
            ml.transaction_id,
            COALESCE(ml.roi, ml.retail_order_id::text, ml.transaction_id::text) AS retail_order_id,
            ml.order_id,
            ml.pick_up_pincode,
            ml.delivery_pincode,
            ml.retail_category,
            ml.shipment_type,
            ml.cancellation_code,
            ml.fulfillment_type,
            ml.f_agent_assigned_at_date,
            ml.order_created_at,
            ml.picked_date,
            ml.provider_name,
            ml.delivered_date,
                CASE
                    WHEN ml.delivered_date IS NULL AND ml.cancelled_date IS NOT NULL THEN ml.cancelled_date
                    ELSE NULL::timestamp without time zone
                END AS cancelled_date,
                CASE
                    WHEN ml.delivered_date IS NULL AND ml.cancelled_date IS NOT NULL THEN 'Cancelled'::character varying
                    WHEN ml.delivered_date IS NOT NULL AND ml.cancelled_date IS NULL THEN 'Completed'::character varying
                    ELSE ml.latest_order_status
                END AS order_status
           FROM txid_base ml
        ), aggregated AS (
         SELECT base_master.bap_id,
            base_master.bpp_id,
            base_master.date,
            base_master.transaction_id,
            base_master.order_id,
            base_master.retail_order_id,
            max(base_master.pick_up_pincode::text) AS pick_up_pincode,
            max(base_master.delivery_pincode::text) AS delivery_pincode,
            max(base_master.retail_category::text) AS retail_category,
            max(base_master.shipment_type::text) AS shipment_type,
            max(base_master.fulfillment_type::text) AS fulfillment_type,
            max(base_master.cancellation_code::text) AS cancellation_code,
            max(base_master.provider_name::text) AS provider_name,
            min(base_master.order_created_at) AS order_created_at,
            max(base_master.delivered_date) AS delivered_date,
            max(base_master.cancelled_date) AS cancelled_date,
            max(base_master.f_agent_assigned_at_date) AS max_assigned,
            bool_or(base_master.order_status::text = 'Completed'::text) AS has_completed,
            bool_or(base_master.order_status::text = 'Cancelled'::text) AS has_cancelled,
            bool_or(base_master.picked_date IS NOT NULL) AS has_picked
           FROM base_master
          GROUP BY base_master.bap_id, base_master.bpp_id, base_master.date, base_master.transaction_id, base_master.order_id, base_master.retail_order_id
        ), txn_dimensions AS (
         SELECT aggregated.bap_id,
            aggregated.bpp_id,
            aggregated.date,
            aggregated.transaction_id,
            aggregated.order_id,
            aggregated.retail_order_id,
            aggregated.pick_up_pincode,
            aggregated.delivery_pincode,
            aggregated.retail_category,
            aggregated.shipment_type,
            aggregated.fulfillment_type,
            aggregated.cancellation_code,
            aggregated.provider_name,
            aggregated.order_created_at,
            aggregated.delivered_date,
            aggregated.cancelled_date,
            aggregated.max_assigned,
            aggregated.has_completed,
            aggregated.has_cancelled,
            aggregated.has_picked,
                CASE
                    WHEN (EXISTS ( SELECT 1
                       FROM analytics_insight.order_level_60days_mv lo
                      WHERE lo.""Network order id""::text = aggregated.retail_order_id)) THEN 'linked'::text
                    ELSE 'independent'::text
                END AS linked
           FROM aggregated
        )
 SELECT bap_id,
    bpp_id,
    date,
    transaction_id,
    order_id,
    retail_order_id,
    linked,
    pick_up_pincode,
    delivery_pincode,
    retail_category,
    shipment_type,
    fulfillment_type,
    cancellation_code,
    provider_name,
    order_created_at,
    delivered_date,
    cancelled_date,
    max_assigned AS agent_assigned_at,
        CASE
            WHEN has_completed THEN 'Completed'::text
            WHEN has_cancelled AND max_assigned IS NULL THEN 'Preassigned Cancel'::text
            WHEN has_cancelled AND max_assigned IS NOT NULL THEN 'Postassigned Cancel'::text
            WHEN NOT has_cancelled AND max_assigned IS NULL THEN 'Preassigned Open'::text
            WHEN NOT has_cancelled AND max_assigned IS NOT NULL THEN 'Postassigned Open'::text
            ELSE NULL::text
        END AS transaction_status,
        CASE
            WHEN cancellation_code = ANY (ARRAY['010'::text, '011'::text, '012'::text, '013'::text, '014'::text, '015'::text, '051'::text, '101'::text]) THEN 'Buyer Cancel'::text
            WHEN cancellation_code = ANY (ARRAY['001'::text, '002'::text, '003'::text, '004'::text, '005'::text, '008'::text, '009'::text, '018'::text, '019'::text, '021'::text, '022'::text, '050'::text, '100'::text, '102'::text, '103'::text, '104'::text, '105'::text, '125'::text, '126'::text, '127'::text, '128'::text, '132'::text, '133'::text, '150'::text, '151'::text, '152'::text, '155'::text, '200'::text, '202'::text, '203'::text, '225'::text, '226'::text, '227'::text, '231'::text, '250'::text, '251'::text, '994'::text, '996'::text]) THEN 'Seller Cancel'::text
            WHEN cancellation_code = ANY (ARRAY['006'::text, '007'::text, '016'::text, '017'::text, '020'::text, '052'::text, '129'::text, '130'::text, '131'::text, '153'::text, '154'::text, '156'::text, '175'::text, '201'::text, '228'::text, '229'::text, '230'::text, '252'::text, '275'::text, '995'::text, '997'::text]) THEN 'Logistics Cancel'::text
            ELSE NULL::text
        END AS cancel_attribution,
        CASE
            WHEN has_completed OR max_assigned IS NOT NULL THEN 'Assigned'::text
            ELSE 'Not assigned'::text
        END AS is_assigned,
        CASE
            WHEN has_picked THEN 'Postpickup'::text
            ELSE 'Prepickup'::text
        END AS pickup_status,
    round(EXTRACT(epoch FROM delivered_date - order_created_at) / 60::numeric, 2) AS deliver_time_mins,
    round(EXTRACT(epoch FROM cancelled_date - order_created_at) / 60::numeric, 2) AS cancel_time_mins,
    round(EXTRACT(epoch FROM max_assigned - order_created_at) / 60::numeric, 2) AS time_to_assign_mins
   FROM txn_dimensions;"
bap_id,Unique identifier for the Buyer App (BAP).,"logistics.funnel_rca_data.""bap_id""",logistics.funnel_rca_data,
bpp_id,Unique identifier for the Seller App (BPP).,"logistics.funnel_rca_data.""bpp_id""",logistics.funnel_rca_data,
date,Timestamp or date indicating when date occurred.,"logistics.funnel_rca_data.""date""",logistics.funnel_rca_data,
transaction_id,Unique ONDC transaction identifier.,"logistics.funnel_rca_data.""transaction_id""",logistics.funnel_rca_data,
order_id,Unique identifier for order.,"logistics.funnel_rca_data.""order_id""",logistics.funnel_rca_data,
retail_order_id,Unique identifier for retail order.,"logistics.funnel_rca_data.""retail_order_id""",logistics.funnel_rca_data,
linked,Data representing the linked.,"logistics.funnel_rca_data.""linked""",logistics.funnel_rca_data,
pick_up_pincode,Indian postal code (pincode).,"logistics.funnel_rca_data.""pick_up_pincode""",logistics.funnel_rca_data,
delivery_pincode,Indian postal code (pincode).,"logistics.funnel_rca_data.""delivery_pincode""",logistics.funnel_rca_data,
retail_category,Timestamp or date indicating when retail category occurred.,"logistics.funnel_rca_data.""retail_category""",logistics.funnel_rca_data,
shipment_type,Data representing the shipment type.,"logistics.funnel_rca_data.""shipment_type""",logistics.funnel_rca_data,
fulfillment_type,Data representing the fulfillment type.,"logistics.funnel_rca_data.""fulfillment_type""",logistics.funnel_rca_data,
cancellation_code,Timestamp or date indicating when cancellation code occurred.,"logistics.funnel_rca_data.""cancellation_code""",logistics.funnel_rca_data,
provider_name,Unique identifier for provider name.,"logistics.funnel_rca_data.""provider_name""",logistics.funnel_rca_data,
order_created_at,Timestamp when the record was created.,"logistics.funnel_rca_data.""order_created_at""",logistics.funnel_rca_data,
delivered_date,Timestamp or date indicating when delivered date occurred.,"logistics.funnel_rca_data.""delivered_date""",logistics.funnel_rca_data,
cancelled_date,Timestamp or date indicating when cancelled date occurred.,"logistics.funnel_rca_data.""cancelled_date""",logistics.funnel_rca_data,
agent_assigned_at,Timestamp or date indicating when agent assigned at occurred.,"logistics.funnel_rca_data.""agent_assigned_at""",logistics.funnel_rca_data,
transaction_status,Turn-Around-Time (TAT) measurement.,"logistics.funnel_rca_data.""transaction_status""",logistics.funnel_rca_data,
cancel_attribution,Timestamp or date indicating when cancel attribution occurred.,"logistics.funnel_rca_data.""cancel_attribution""",logistics.funnel_rca_data,
is_assigned,Boolean flag indicating is assigned.,"logistics.funnel_rca_data.""is_assigned""",logistics.funnel_rca_data,
pickup_status,Turn-Around-Time (TAT) measurement.,"logistics.funnel_rca_data.""pickup_status""",logistics.funnel_rca_data,
deliver_time_mins,Timestamp or date indicating when deliver time mins occurred.,"logistics.funnel_rca_data.""deliver_time_mins""",logistics.funnel_rca_data,
cancel_time_mins,Timestamp or date indicating when cancel time mins occurred.,"logistics.funnel_rca_data.""cancel_time_mins""",logistics.funnel_rca_data,
time_to_assign_mins,Timestamp or date indicating when time to assign mins occurred.,"logistics.funnel_rca_data.""time_to_assign_mins""",logistics.funnel_rca_data,
"▼ inc_log   (base table, 32 cols)",,,logistics.inc_log,"CREATE INDEX idx_bpp_id_inc_log ON logistics.inc_log USING btree (bpp_id)

CREATE INDEX idx_order_created_at_inc_log ON logistics.inc_log USING btree (order_created_at)

CREATE INDEX idx_order_id_inc_log ON logistics.inc_log USING btree (order_id)

CREATE INDEX idx_transaction_id_inc_log ON logistics.inc_log USING btree (transaction_id)"
bap_id,Unique identifier for the Buyer App (BAP).,"logistics.inc_log.""bap_id""",logistics.inc_log,
bpp_id,Unique identifier for the Seller App (BPP).,"logistics.inc_log.""bpp_id""",logistics.inc_log,
order_id,Unique identifier for order.,"logistics.inc_log.""order_id""",logistics.inc_log,
transaction_id,Unique ONDC transaction identifier.,"logistics.inc_log.""transaction_id""",logistics.inc_log,
fulfillment_status,Turn-Around-Time (TAT) measurement.,"logistics.inc_log.""fulfillment_status""",logistics.inc_log,
cod_order,Data representing the cod order.,"logistics.inc_log.""cod_order""",logistics.inc_log,
date,Timestamp or date indicating when date occurred.,"logistics.inc_log.""date""",logistics.inc_log,
order_created_at,Timestamp when the record was created.,"logistics.inc_log.""order_created_at""",logistics.inc_log,
cancellation_code,Timestamp or date indicating when cancellation code occurred.,"logistics.inc_log.""cancellation_code""",logistics.inc_log,
latest_order_status,Turn-Around-Time (TAT) measurement.,"logistics.inc_log.""latest_order_status""",logistics.inc_log,
retail_order_id,Unique identifier for retail order.,"logistics.inc_log.""retail_order_id""",logistics.inc_log,
pick_up_pincode,Indian postal code (pincode).,"logistics.inc_log.""pick_up_pincode""",logistics.inc_log,
delivery_pincode,Indian postal code (pincode).,"logistics.inc_log.""delivery_pincode""",logistics.inc_log,
retail_category,Timestamp or date indicating when retail category occurred.,"logistics.inc_log.""retail_category""",logistics.inc_log,
shipment_type,Data representing the shipment type.,"logistics.inc_log.""shipment_type""",logistics.inc_log,
motorable_distance,Data representing the motorable distance.,"logistics.inc_log.""motorable_distance""",logistics.inc_log,
provider_name,Unique identifier for provider name.,"logistics.inc_log.""provider_name""",logistics.inc_log,
pickup_tat,Turn-Around-Time (TAT) measurement.,"logistics.inc_log.""pickup_tat""",logistics.inc_log,
rts_tat,Turn-Around-Time (TAT) measurement.,"logistics.inc_log.""rts_tat""",logistics.inc_log,
f_ready_to_ship_at_date,Timestamp or date indicating when f ready to ship at date occurred.,"logistics.inc_log.""f_ready_to_ship_at_date""",logistics.inc_log,
f_at_pickup_from_date,Timestamp or date indicating when f at pickup from date occurred.,"logistics.inc_log.""f_at_pickup_from_date""",logistics.inc_log,
f_agent_assigned_at_date,Timestamp or date indicating when f agent assigned at date occurred.,"logistics.inc_log.""f_agent_assigned_at_date""",logistics.inc_log,
delivered_date,Timestamp or date indicating when delivered date occurred.,"logistics.inc_log.""delivered_date""",logistics.inc_log,
cancelled_date,Timestamp or date indicating when cancelled date occurred.,"logistics.inc_log.""cancelled_date""",logistics.inc_log,
picked_date,Timestamp or date indicating when picked date occurred.,"logistics.inc_log.""picked_date""",logistics.inc_log,
drop_row,Data representing the drop row.,"logistics.inc_log.""drop_row""",logistics.inc_log,
row_updated,Timestamp or date indicating when row updated occurred.,"logistics.inc_log.""row_updated""",logistics.inc_log,
promised_time_to_deliver,Timestamp or date indicating when promised time to deliver occurred.,"logistics.inc_log.""promised_time_to_deliver""",logistics.inc_log,
fulfillment_type,Data representing the fulfillment type.,"logistics.inc_log.""fulfillment_type""",logistics.inc_log,
awb_number,Data representing the awb number.,"logistics.inc_log.""awb_number""",logistics.inc_log,
pick_up_lat,Timestamp or date indicating when pick up lat occurred.,"logistics.inc_log.""pick_up_lat""",logistics.inc_log,
pick_up_long,Data representing the pick up long.,"logistics.inc_log.""pick_up_long""",logistics.inc_log,
